,sentence,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,biased_words,outliers,tokenized_sentence
1080,"Male and female are the two sexes — but transgender advocates now claim more than 50 “genders” — including agender, bigender, gender fluid, gender non-conforming, genderqueer, intersex, two-spirit, etc, plus “cis-gender” for the 99+ percent of people who are normal, non-transgender people.",breitbart,gender,right,55,1,Biased,Expresses writer’s opinion,"['normal', 'transgender']","{'transgender', 'sexes', 'percent', 'people.', 'non-transgender'}","['male', 'and', 'female', 'are', 'the', 'two', 'sexes', '—', 'but', 'transgender', 'advocates', 'now', 'claim', 'more', 'than', '50', '“genders”', '—', 'including', 'agender,', 'bigender,', 'gender', 'fluid,', 'gender', 'non-conforming,', 'genderqueer,', 'intersex,', 'two-spirit,', 'etc,', 'plus', '“cis-gender”', 'for', 'the', '99+', 'percent', 'of', 'people', 'who', 'are', 'normal,', 'non-transgender', 'people.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1081,"Like many Never Trump screeds, Will’s criticisms are cloaked around the Republican party. His real issue, however, is with Trump voters. He blames the party for nominating Trump and stocking Congress with “invertebrates whose unswerving abjectness has enabled his institutional vandalism…” But if pro-Trump Congressmen are “invertebrates,” what does that make the Americans who voted for them?",federalist,trump-presidency,right,55,4,Biased,Expresses writer’s opinion,"['screeds', 'invertebrates', 'unswerving', 'abjectness', 'institutional', 'vandalism']","{'party.', 'congress', 'blames', 'criticisms', 'abjectness', 'cloaked', 'republican', 'nominating', 'stocking', 'unswerving', 'enabled', 'trump', 'congressmen'}","['like', 'many', 'never', 'trump', 'screeds,', 'will’s', 'criticisms', 'are', 'cloaked', 'around', 'the', 'republican', 'party.', 'his', 'real', 'issue,', 'however,', 'is', 'with', 'trump', 'voters.', 'he', 'blames', 'the', 'party', 'for', 'nominating', 'trump', 'and', 'stocking', 'congress', 'with', '“invertebrates', 'whose', 'unswerving', 'abjectness', 'has', 'enabled', 'his', 'institutional', 'vandalism…”', 'but', 'if', 'pro-trump', 'congressmen', 'are', '“invertebrates,”', 'what', 'does', 'that']"
1082,"U.S. intelligence assessments and experts have said that Saudi Crown Prince Mohammed bin Salman, who controls all levers of power in Saudi Arabia, likely ordered or at least knew about the killing of Washington Post columnist Jamal Khashoggi.",usa-today,international-politics-and-world-news,center,55,1,Biased,Somewhat factual but also opinionated,['controls'],"{'columnist', 'jamal', 'prince', 'controls', 'mohammed', 'assessments', 'levers', 'washington', 'saudi', 'crown'}","['u.s.', 'intelligence', 'assessments', 'and', 'experts', 'have', 'said', 'that', 'saudi', 'crown', 'prince', 'mohammed', 'bin', 'salman,', 'who', 'controls', 'all', 'levers', 'of', 'power', 'in', 'saudi', 'arabia,', 'likely', 'ordered', 'or', 'at', 'least', 'knew', 'about', 'the', 'killing', 'of', 'washington', 'post', 'columnist', 'jamal', 'khashoggi.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1083,"Mafia exploitation of immigrants on farms in Italy is likely to rise as the coronavirus lockdown brings chronic labor shortages, the government and labor rights groups have warned.",reuters,coronavirus,center,55,1,Biased,Expresses writer’s opinion,"['exploitation', 'chronic']","{'exploitation', 'coronavirus', 'mafia', 'chronic', 'farms', 'warned.', 'italy', 'lockdown'}","['mafia', 'exploitation', 'of', 'immigrants', 'on', 'farms', 'in', 'italy', 'is', 'likely', 'to', 'rise', 'as', 'the', 'coronavirus', 'lockdown', 'brings', 'chronic', 'labor', 'shortages,', 'the', 'government', 'and', 'labor', 'rights', 'groups', 'have', 'warned.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1084,She said she came to her conservatism by studying history without the filter Democrats have put on racism in the United States.,breitbart,white-nationalism,right,55,1,Biased,Expresses writer’s opinion,"['filter', 'conservatism']","{'states.', 'racism', 'filter', 'democrats', 'conservatism'}","['she', 'said', 'she', 'came', 'to', 'her', 'conservatism', 'by', 'studying', 'history', 'without', 'the', 'filter', 'democrats', 'have', 'put', 'on', 'racism', 'in', 'the', 'united', 'states.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1085,The governor even increased the state's corrections budget to handle what he expects to be a higher number of incarcerations due to new gun laws.,federalist,gun-control,right,55,1,Non-biased,Entirely factual,[],"{'governor', 'corrections', 'incarcerations'}","['the', 'governor', 'even', 'increased', 'the', ""state's"", 'corrections', 'budget', 'to', 'handle', 'what', 'he', 'expects', 'to', 'be', 'a', 'higher', 'number', 'of', 'incarcerations', 'due', 'to', 'new', 'gun', 'laws.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1086,"In the video, while answering a question of whether conservatives have legitimate fears of Islamic terrorism and therefore justification for measures to stop it, she appears to say that white men are in fact a greater threat.",federalist,white-nationalism,right,55,1,Biased,Expresses writer’s opinion,"['greater', 'threat', 'white', 'men']",{'islamic'},"['in', 'the', 'video,', 'while', 'answering', 'a', 'question', 'of', 'whether', 'conservatives', 'have', 'legitimate', 'fears', 'of', 'islamic', 'terrorism', 'and', 'therefore', 'justification', 'for', 'measures', 'to', 'stop', 'it,', 'she', 'appears', 'to', 'say', 'that', 'white', 'men', 'are', 'in', 'fact', 'a', 'greater', 'threat.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1087,"It’s paramount now, as Fox News and the right-wing noise machine try to take down a new generation of Democratic women leaders, that everyone understands the strategy in play.",alternet,gender,left,55,1,Biased,Expresses writer’s opinion,"['right-wing', 'noise', 'machine', 'take', 'down']","{'machine', 'right-wing', 'noise', 'paramount'}","['it’s', 'paramount', 'now,', 'as', 'fox', 'news', 'and', 'the', 'right-wing', 'noise', 'machine', 'try', 'to', 'take', 'down', 'a', 'new', 'generation', 'of', 'democratic', 'women', 'leaders,', 'that', 'everyone', 'understands', 'the', 'strategy', 'in', 'play.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1088,The number of April background checks to purchase a firearm showed Americans flocking to gun stores in high numbers for the second month in a row amid worries about the coronavirus pandemic.,huffpost,gun-control,left,55,1,Biased,No agreement,"['worries', 'flocking']","{'april', 'americans', 'coronavirus', 'flocking', 'stores', 'firearm'}","['the', 'number', 'of', 'april', 'background', 'checks', 'to', 'purchase', 'a', 'firearm', 'showed', 'americans', 'flocking', 'to', 'gun', 'stores', 'in', 'high', 'numbers', 'for', 'the', 'second', 'month', 'in', 'a', 'row', 'amid', 'worries', 'about', 'the', 'coronavirus', 'pandemic.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1089,"Former Secretary of the Navy Richard V. Spencer on Friday endorsed Democratic presidential candidate Michael Bloomberg, making him the first high-level former Trump administration official to back a Democratic hopeful in the 2020 election.",reuters,trump-presidency,center,55,1,Non-biased,Entirely factual,[],"{'friday', 'secretary', 'high-level', 'endorsed', 'spencer', 'richard', 'election.', 'michael', 'trump'}","['former', 'secretary', 'of', 'the', 'navy', 'richard', 'v.', 'spencer', 'on', 'friday', 'endorsed', 'democratic', 'presidential', 'candidate', 'michael', 'bloomberg,', 'making', 'him', 'the', 'first', 'high-level', 'former', 'trump', 'administration', 'official', 'to', 'back', 'a', 'democratic', 'hopeful', 'in', 'the', '2020', 'election.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1090,"AOC, like all powerful women, has to go through a rigorous beauty regimen simply to exist in the public eye.",alternet,gender,left,55,1,Biased,Expresses writer’s opinion,"['beauty', 'rigorous', 'exist', 'regimen']","{'regimen', 'rigorous'}","['aoc,', 'like', 'all', 'powerful', 'women,', 'has', 'to', 'go', 'through', 'a', 'rigorous', 'beauty', 'regimen', 'simply', 'to', 'exist', 'in', 'the', 'public', 'eye.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1091,"Trump made his predecessor's posture toward Iran a centerpiece of his 2016 campaign, suggesting that a nuclear agreement worked out by President Barack Obama on behalf of the USA and five other nations was too soft on the country.",usa-today,trump-presidency,center,55,1,Biased,No agreement,"['too', 'soft']","{'obama', 'centerpiece', 'posture', 'trump', 'country.', 'barack'}","['trump', 'made', 'his', ""predecessor's"", 'posture', 'toward', 'iran', 'a', 'centerpiece', 'of', 'his', '2016', 'campaign,', 'suggesting', 'that', 'a', 'nuclear', 'agreement', 'worked', 'out', 'by', 'president', 'barack', 'obama', 'on', 'behalf', 'of', 'the', 'usa', 'and', 'five', 'other', 'nations', 'was', 'too', 'soft', 'on', 'the', 'country.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1092,"Nearly 60 percent of Americans now support the marginal tax rate program Ocasio-Cortez has proposed uncluding a remarkable 45 percent of Republicans, despite all the work right-wing media has done to demonize Ocasio-Cortez and anything related to her.",alternet,middle-class,left,55,1,Biased,Expresses writer’s opinion,"['remarkable', 'demonize']","{'americans', 'demonize', 'marginal', 'uncluding', 'right-wing'}","['nearly', '60', 'percent', 'of', 'americans', 'now', 'support', 'the', 'marginal', 'tax', 'rate', 'program', 'ocasio-cortez', 'has', 'proposed', 'uncluding', 'a', 'remarkable', '45', 'percent', 'of', 'republicans,', 'despite', 'all', 'the', 'work', 'right-wing', 'media', 'has', 'done', 'to', 'demonize', 'ocasio-cortez', 'and', 'anything', 'related', 'to', 'her.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1093,Franklin Graham: Democrats Exploit Coronavirus to ‘Defeat Donald Trump in the Election’,breitbart,coronavirus,right,55,1,Biased,Expresses writer’s opinion,['Exploit'],"{'coronavirus', 'donald', 'franklin', 'democrats', 'exploit', 'trump'}","['franklin', 'graham:', 'democrats', 'exploit', 'coronavirus', 'to', '‘defeat', 'donald', 'trump', 'in', 'the', 'election’', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1094,"After all, who else are they going to find who would be willing to just openly gaslight members of Congress, telling them not to believe the evidence of the dead in Pittsburgh and Christchurch and El Paso and many other mass-killing sites, by wielding her blackness like a shield?",alternet,white-nationalism,left,55,1,Biased,Expresses writer’s opinion,"['mass-killing', 'gaslight', 'wielding', 'her', 'blackness']","{'christchurch', 'gaslight', 'blackness', 'pittsburgh', 'mass-killing', 'wielding'}","['after', 'all,', 'who', 'else', 'are', 'they', 'going', 'to', 'find', 'who', 'would', 'be', 'willing', 'to', 'just', 'openly', 'gaslight', 'members', 'of', 'congress,', 'telling', 'them', 'not', 'to', 'believe', 'the', 'evidence', 'of', 'the', 'dead', 'in', 'pittsburgh', 'and', 'christchurch', 'and', 'el', 'paso', 'and', 'many', 'other', 'mass-killing', 'sites,', 'by', 'wielding', 'her', 'blackness', 'like', 'a', 'shield?', 'PADDED']"
1095,"Such criminalization would be accomplished via universal background checks, which Harris strongly supports.",breitbart,gun-control,right,55,1,Biased,Somewhat factual but also opinionated,"['strongly', 'criminalization']","{'background', 'harris', 'criminalization', 'universal'}","['such', 'criminalization', 'would', 'be', 'accomplished', 'via', 'universal', 'background', 'checks,', 'which', 'harris', '\xa0', 'strongly', 'supports.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1096,"Billionaire investor Warren Buffett said on Monday that the wealthy, including himself, are not paying enough taxes.",reuters,middle-class,center,55,1,Non-biased,Entirely factual,[],"{'investor', 'buffett', 'taxes.', 'billionaire', 'warren', 'monday'}","['billionaire', 'investor', 'warren', 'buffett', 'said', 'on', 'monday', 'that', 'the', 'wealthy,', 'including', 'himself,', 'are', 'not', 'paying', 'enough', 'taxes.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1097,"The typical occupations held by middle-class Americans have changed over the years, and a greater amount of all income generated has moved into the hands of individuals and households in the top shares of earners.",usa-today,middle-class,center,55,1,Non-biased,Entirely factual,[],"{'americans', 'middle-class', 'generated', 'shares', 'occupations', 'households'}","['the', 'typical', 'occupations', 'held', 'by', 'middle-class', 'americans', 'have', 'changed', 'over', 'the', 'years,', 'and', 'a', 'greater', 'amount', 'of', 'all', 'income', 'generated', 'has', 'moved', 'into', 'the', 'hands', 'of', 'individuals', 'and', 'households', 'in', 'the', 'top', 'shares', 'of', 'earners.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1098,Rep. Ilhan Omar of Minnesota recently sparked a major controversy when she criticized U.S. support for Israel and used some rhetoric that House Speaker Nancy Pelosi was quick to denounce as anti-Semitic.,alternet,international-politics-and-world-news,left,55,1,No agreement,Expresses writer’s opinion,"['criticized', 'rhetoric']","{'israel', 'minnesota', 'denounce', 'pelosi', 'ilhan', 'nancy', 'speaker', 'rhetoric'}","['rep.', 'ilhan', 'omar', 'of', 'minnesota', 'recently', 'sparked', 'a', 'major', 'controversy', 'when', 'she', 'criticized', 'u.s.', 'support', 'for', 'israel', 'and', 'used', 'some', 'rhetoric', 'that', 'house', 'speaker', 'nancy', 'pelosi', 'was', 'quick', 'to', 'denounce', 'as', 'anti-semitic.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1099,"While Pence and the president have tried to paint a rosier picture of the virus and project a return to normalcy, some members of the task force are eager to resume appearances from White House grounds",msnbc,coronavirus,left,55,1,No agreement,Entirely factual,"['rosier', 'picture']","{'rosier', 'appearances', 'pence', 'virus', 'paint'}","['while', 'pence', 'and', 'the', 'president', 'have', 'tried', 'to', 'paint', 'a', 'rosier', 'picture', 'of', 'the', 'virus', 'and', 'project', 'a', 'return', 'to', 'normalcy,', 'some', 'members', 'of', 'the', 'task', 'force', 'are', 'eager', 'to', 'resume', 'appearances', 'from', 'white', 'house', 'grounds', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1100,"Of course, the demands of tolerance are not universal. The strong gods are still suppressed and exiled, and the heretic-hunting inquisitors of diversity have become more paranoid and vindictive in triumph.",federalist,white-nationalism,right,56,2,Biased,Expresses writer’s opinion,"['demands', 'heretic-hunting', 'vindictive', 'paranoid', 'inquisitors', 'of']","{'vindictive', 'paranoid', 'suppressed', 'inquisitors', 'tolerance'}","['of', 'course,', 'the', 'demands', 'of', 'tolerance', 'are', 'not', 'universal.', 'the', 'strong', 'gods', 'are', 'still', 'suppressed', 'and', 'exiled,', 'and', 'the', 'heretic-hunting', 'inquisitors', 'of', 'diversity', 'have', 'become', 'more', 'paranoid', 'and', 'vindictive', 'in', 'triumph.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1101,Trump has publicly taken aim at Germany – even threatening last year to impose tariffs on foreign cars sold in the U.S. – over trade deficits.,fox-news,international-politics-and-world-news,right,56,1,No agreement,Entirely factual,"['aim', 'threatening', 'taken']","{'germany', 'tariffs', 'trump'}","['trump', 'has', 'publicly', 'taken', 'aim', 'at', 'germany', '–', 'even', 'threatening', 'last', 'year', 'to', 'impose', 'tariffs', 'on', 'foreign', 'cars', 'sold', 'in', 'the', 'u.s.', '–', 'over', 'trade', 'deficits.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1102,"Former Republican presidential nominee Mitt Romney took to Twitter on Monday morning to attack President Donald Trump, using the Martin Luther King Jr. holiday to suggest that Trump is a racist.",breitbart,trump-presidency,right,56,1,No agreement,Entirely factual,"['suggest', 'racist', 'attack']","{'donald', 'nominee', 'luther', 'twitter', 'martin', 'republican', 'romney', 'monday', 'trump'}","['former', 'republican', 'presidential', 'nominee', 'mitt', 'romney', 'took', 'to', 'twitter', 'on', 'monday', 'morning', 'to', 'attack', 'president', 'donald', 'trump,', 'using', 'the', 'martin', 'luther', 'king', 'jr.', 'holiday', 'to', 'suggest', 'that', 'trump', 'is', 'a', 'racist.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1103,"President Donald Trump, however, would have us all eat our “one marshmallow now” with a reckless return to pre-pandemic life. He would risk igniting a second wave of infection, which would entail the needless sacrifice of thousands of more lives and a squandered chance to lay the foundation for a durable post-pandemic economy.",alternet,trump-presidency,left,56,2,Biased,Expresses writer’s opinion,"['reckless', 'igniting', 'needless', 'squandered', 'risk', 'sacrifice']","{'reckless', 'marshmallow', 'donald', 'squandered', 'entail', 'igniting', 'needless', 'pre-pandemic'}","['president', 'donald', 'trump,', 'however,', 'would', 'have', 'us', 'all', 'eat', 'our', '“one', 'marshmallow', 'now”', 'with', 'a', 'reckless', 'return', 'to', 'pre-pandemic', 'life.', 'he', 'would', 'risk', 'igniting', 'a', 'second', 'wave', 'of', 'infection,', 'which', 'would', 'entail', 'the', 'needless', 'sacrifice', 'of', 'thousands', 'of', 'more', 'lives', 'and', 'a', 'squandered', 'chance', 'to', 'lay', 'the', 'foundation', 'for', 'a']"
1104,"He’s a 78-year-old white male millionaire seeking the affections of the wokesters, a gruff socialist with bedraggled hair and terrifying policy proposals.",federalist,gun-control,right,56,1,Biased,Expresses writer’s opinion,"['bedraggled', 'terrifying', 'wokesters', 'gruff', 'socialist']","{'millionaire', 'affections', 'bedraggled', 'terrifying', 'gruff', '78-year-old'}","['he’s', 'a', '78-year-old', 'white', 'male', 'millionaire', 'seeking', 'the', 'affections', 'of', 'the', 'wokesters,', 'a', 'gruff', 'socialist', 'with', 'bedraggled', 'hair', 'and', '\xa0', 'terrifying', 'policy', 'proposals.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1105,Sen. Elizabeth Warren wants to raise Social Security benefits by $200 per month for roughly 64 million recipients by raising taxes on the top 2% of earners in the country.,usa-today,middle-class,center,56,1,Non-biased,Entirely factual,"['top', '2%']","{'elizabeth', 'warren', 'recipients', 'earners', 'country.'}","['sen.', 'elizabeth', 'warren', 'wants', 'to', 'raise', 'social', 'security', 'benefits', 'by', '$200', 'per', 'month', 'for', 'roughly', '64', 'million', 'recipients', 'by', 'raising', 'taxes', 'on', 'the', 'top', '2%', 'of', 'earners', 'in', 'the', 'country.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1106,"Of course, regionally, the Democrat base consists nearly exclusively on top income earners and rich executives who live in metropolitan areas and major cities along the coasts.",breitbart,middle-class,right,56,1,Biased,Somewhat factual but also opinionated,"['rich', 'Democrat', 'income']","{'metropolitan', 'consists', 'democrat', 'executives', 'earners'}","['of', 'course,', 'regionally,', 'the', 'democrat', 'base', 'consists', 'nearly', 'exclusively', 'on', 'top', 'income', 'earners', 'and', 'rich', 'executives', 'who', 'live', 'in', 'metropolitan', 'areas', 'and', 'major', 'cities', 'along', 'the', 'coasts.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1107,"Putin, who has aligned himself with the Russian Orthodox Church and sought to distance Russia from liberal Western values, has proposed a shake-up of Russia’s political system that critics say may be designed to extend his grip on power after 2024, when he is due to leave the Kremlin.",reuters,international-politics-and-world-news,center,56,1,Biased,Entirely factual,"['shake-up', 'Western', 'values', 'grip']","{'russian', 'russia', 'orthodox', 'aligned', 'shake-up'}","['putin,', 'who', 'has', 'aligned', 'himself', 'with', 'the', 'russian', 'orthodox', 'church', 'and', 'sought', 'to', 'distance', 'russia', 'from', 'liberal', 'western', 'values,', 'has', 'proposed', 'a', 'shake-up', 'of', 'russia’s', 'political', 'system', 'that', 'critics', 'say', 'may', 'be', 'designed', 'to', 'extend', 'his', 'grip', 'on', 'power', 'after', '2024,', 'when', 'he', 'is', 'due', 'to', 'leave', 'the', 'kremlin.', 'PADDED']"
1108,"The coronavirus lockdowns are America’s most regressive government actions since the draft. Even as liberals have quickly noted the virus’s disparate incidence, they have ignored the inequities of government responses.",federalist,coronavirus,right,56,2,Biased,Expresses writer’s opinion,"['regressive', 'disparate', 'inequities']","{'coronavirus', 'liberals', 'lockdowns', 'responses.', 'disparate', 'draft.', 'regressive', 'inequities'}","['the', 'coronavirus', 'lockdowns', 'are', 'america’s', 'most', 'regressive', 'government', 'actions', 'since', 'the', 'draft.', 'even', 'as', 'liberals', 'have', 'quickly', 'noted', 'the', 'virus’s', 'disparate', 'incidence,', 'they', 'have', 'ignored', 'the', 'inequities', 'of', 'government', 'responses.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1109,The declaration that a man’s penis becomes a female penis once a man declares himself to be transgender is built on the transgender claim that men who say they are women are actually women. ,breitbart,gender,right,56,1,Biased,Expresses writer’s opinion,"['transgender', 'claim']","{'declares', 'transgender', 'women.', 'penis', 'declaration'}","['the', 'declaration', 'that', 'a', 'man’s', 'penis', 'becomes', 'a', 'female', 'penis', 'once', 'a', 'man', 'declares', 'himself', 'to', 'be', 'transgender', 'is', 'built', 'on', 'the', 'transgender', 'claim', 'that', 'men', 'who', 'say', 'they', 'are', 'women', 'are', 'actually', 'women.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1110,"In a series of early morning tweets on July 26, 2017, that reportedly took the Department of Defense by surprise, President Donald Trump announced that he was reinstating the repealed ban on transgender military service.",msnbc,gender,left,56,1,Non-biased,Entirely factual,"['surprise', 'reinstating', 'transgender']","{'announced', 'transgender', 'donald', 'reinstating', 'tweets', 'service.', 'series', 'repealed', 'trump'}","['in', 'a', 'series', 'of', 'early', 'morning', 'tweets', 'on', 'july', '26,', '2017,', 'that', 'reportedly', 'took', 'the', 'department', 'of', 'defense', 'by', 'surprise,', 'president', 'donald', 'trump', 'announced', 'that', 'he', 'was', 'reinstating', 'the', 'repealed', 'ban', 'on', 'transgender', 'military', 'service.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
